area_type,availability,location,total_sqft,bath,balcony,price,bhk_size,price_per_sqft
Plot  Area,Ready To Move,Dhanalakshmi Layout,1222.0,5.0,3.0,25000000.0,6,20458.265139116203
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1149.0,2.0,1.0,7500000.0,2,6527.415143603133
Super built-up  Area,Ready To Move,Sarjapur  Road,2180.0,3.0,2.0,17000000.0,3,7798.165137614679
Plot  Area,Ready To Move,TC Palaya,1200.0,7.0,1.0,11000000.0,8,9166.666666666666
Super built-up  Area,Ready To Move,Jp nagar 8th Phase .,12000.0,12.0,2.0,52500000.0,10,4375.0
Plot  Area,Ready To Move,Thurahalli,1200.0,5.0,0.0,19500000.0,5,16250.0
Super built-up  Area,Ready To Move,Hulimavu,1818.0,3.0,1.0,13500000.0,3,7425.742574257426
Super built-up  Area,Ready To Move,Volagerekallahalli,1070.0,2.0,2.0,3300000.0,2,3084.11214953271
Super built-up  Area,Ready To Move,Rajaji Nagar,1640.0,3.0,2.0,24100000.0,3,14695.121951219513
Built-up  Area,Ready To Move,Nagarbhavi,1350.0,2.0,2.0,5460000.0,3,4044.4444444444443
Built-up  Area,Ready To Move,Chandapura,630.0,1.0,1.0,2700000.0,2,4285.714285714285
Super built-up  Area,22-Jun,Hoodi,1430.0,2.0,2.0,11300000.0,2,7902.097902097902
Super built-up  Area,Ready To Move,Nagavara,2430.0,4.0,3.0,18000000.0,3,7407.407407407408
Plot  Area,Ready To Move,Nobo Nagar,1500.0,7.0,3.0,22000000.0,6,14666.666666666666
Super built-up  Area,Ready To Move,Sarjapur  Road,1084.0,2.0,3.0,5500000.0,2,5073.8007380073805
Super built-up  Area,Ready To Move,Hennur Road,1186.0,2.0,1.0,5600000.0,3,4721.753794266442
Built-up  Area,Ready To Move,Kengeri,1255.0,2.0,2.0,5000000.0,2,3984.06374501992
Super built-up  Area,Ready To Move,Haralur Road,3400.0,5.0,3.0,24000000.0,4,7058.823529411765
Super built-up  Area,18-Dec,Hosa Road,1541.0,3.0,1.0,6984000.0,3,4532.121998702141
Super built-up  Area,Ready To Move,Iblur Village,3596.0,5.0,1.0,28200000.0,4,7842.046718576195
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1295.0,2.0,2.0,7000000.0,2,5405.405405405405
Built-up  Area,Ready To Move,Sanjeevini Nagar,2820.0,3.0,2.0,28500000.0,3,10106.382978723404
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1370.0,2.0,2.0,5479000.0,3,3999.2700729927005
Super built-up  Area,Ready To Move,Electronic City,1100.0,2.0,1.0,4000000.0,2,3636.3636363636365
Super built-up  Area,18-Apr,Hebbal,4772.0,6.0,2.0,51000000.0,4,10687.34283319363
Super built-up  Area,Ready To Move,Rajaji Nagar,1370.0,2.0,1.0,17000000.0,2,12408.759124087592
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1370.0,2.0,1.0,5479000.0,3,3999.2700729927005
Super built-up  Area,Ready To Move,JP Nagar,1200.0,2.0,2.0,6200000.0,2,5166.666666666667
Plot  Area,Ready To Move,Gunjur,2000.0,3.0,0.0,9500000.0,4,4750.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,3500.0,4.0,2.0,30000000.0,4,8571.42857142857
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,1200.0,4.0,3.0,24000000.0,5,20000.0
Plot  Area,Ready To Move,Kengeri,2400.0,5.0,2.0,25300000.0,4,10541.666666666666
Super built-up  Area,Ready To Move,Sarjapur  Road,1220.0,3.0,2.0,6200000.0,3,5081.9672131147545
Built-up  Area,Ready To Move,Kanakapura Road,1950.0,3.0,2.0,13000000.0,3,6666.666666666667
Super built-up  Area,Ready To Move,Somasundara Palya,1178.0,2.0,3.0,7300000.0,2,6196.9439728353145
Super built-up  Area,Ready To Move,Dasanapura,1286.0,3.0,2.0,6144000.0,3,4777.604976671851
Super built-up  Area,Ready To Move,Begur Road,1160.0,2.0,2.0,4200000.0,2,3620.689655172414
Super built-up  Area,Ready To Move,Jigani,918.0,2.0,2.0,5500000.0,2,5991.285403050109
Super built-up  Area,21-Dec,Electronic City,1563.0,3.0,2.0,9184000.0,3,5875.879718490083
Super built-up  Area,18-Nov,Govindpura,1326.0,2.0,1.0,6217000.0,2,4688.536953242836
Super built-up  Area,Ready To Move,3rd Block Jayanagar,1350.0,2.0,2.0,14000000.0,3,10370.37037037037
Super built-up  Area,17-Dec,Hebbal,3960.0,5.0,3.0,38600000.0,4,9747.474747474747
Super built-up  Area,Ready To Move,Begur Road,1240.0,2.0,2.0,3906000.0,2,3150.0
Super built-up  Area,Ready To Move,Kaggadasapura,1325.0,2.0,2.0,5000000.0,2,3773.5849056603774
Super built-up  Area,Ready To Move,Sonnenahalli,1100.0,2.0,1.0,4400000.0,2,4000.0
Super built-up  Area,Ready To Move,Cunningham Road,3875.0,3.0,2.0,80000000.0,3,20645.16129032258
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,1605.0,3.0,2.0,5000000.0,3,3115.264797507788
Super built-up  Area,Ready To Move,Hennur Road,5600.0,5.0,3.0,51500000.0,5,9196.42857142857
Super built-up  Area,Ready To Move,Somasundara Palya,1260.0,2.0,1.0,6000000.0,2,4761.9047619047615
Super built-up  Area,19-Dec,Hoodi,1553.0,3.0,2.0,8309000.0,3,5350.289761751449
Super built-up  Area,Ready To Move,Whitefield,1280.0,2.0,2.0,5200000.0,2,4062.5
Super built-up  Area,Ready To Move,Hebbal,1550.0,2.0,2.0,7500000.0,3,4838.709677419355
Super built-up  Area,Ready To Move,Arekere,1445.0,2.0,2.0,12500000.0,3,8650.519031141868
Super built-up  Area,Ready To Move,Murugeshpalya,1550.0,3.0,2.0,7400000.0,3,4774.193548387097
Super built-up  Area,Ready To Move,Electronics City Phase 1,1515.0,2.0,1.0,8091000.0,3,5340.59405940594
Super built-up  Area,19-Mar,Hosa Road,1332.0,2.0,1.0,8612000.0,3,6465.465465465465
Super built-up  Area,Ready To Move,Electronic City,1652.0,3.0,2.0,7000000.0,3,4237.28813559322
Super built-up  Area,Ready To Move,Hegde Nagar,1570.0,3.0,1.0,10500000.0,3,6687.898089171975
Plot  Area,Ready To Move,Sarjapur  Road,5400.0,4.0,3.0,72500000.0,4,13425.925925925925
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,794.0,1.0,1.0,6000000.0,1,7556.675062972292
Plot  Area,Ready To Move,Seegehalli,1200.0,2.0,0.0,6200000.0,3,5166.666666666667
Built-up  Area,Ready To Move,7th Phase JP Nagar,3600.0,3.0,2.0,41000000.0,4,11388.888888888889
Plot  Area,Ready To Move,Hosakerehalli,1200.0,3.0,2.0,17500000.0,3,14583.333333333334
Super built-up  Area,Ready To Move,JP Nagar,1650.0,3.0,1.0,22000000.0,4,13333.333333333334
Plot  Area,Ready To Move,Chandra Layout,600.0,2.0,1.0,8500000.0,4,14166.666666666666
Super built-up  Area,Ready To Move,HRBR Layout,2800.0,3.0,2.0,25000000.0,3,8928.57142857143
Super built-up  Area,Ready To Move,Sarjapur  Road,1750.0,3.0,2.0,11000000.0,3,6285.714285714285
Built-up  Area,Ready To Move,Hebbal,1053.0,2.0,1.0,4800000.0,2,4558.404558404558
Super built-up  Area,Ready To Move,Kadubeesanahalli,1665.0,3.0,3.0,7000000.0,3,4204.204204204204
Plot  Area,Ready To Move,Outer Ring Road East,4051.0,4.0,3.0,34500000.0,4,8516.415699827203
Plot  Area,Ready To Move,Malleshwaram,5500.0,5.0,1.0,150000000.0,4,27272.727272727272
Built-up  Area,Ready To Move,Bommasandra,1447.0,3.0,2.0,8000000.0,3,5528.6800276434005
Built-up  Area,Ready To Move,Balagere,1012.0,2.0,1.0,7500000.0,2,7411.067193675889
Super built-up  Area,Ready To Move,Malleshpalya,1900.0,3.0,2.0,6000000.0,3,3157.8947368421054
Super built-up  Area,Ready To Move,Narayanapura,1308.0,2.0,2.0,9266000.0,2,7084.0978593272175
Super built-up  Area,Ready To Move,Green Glen Layout,3250.0,4.0,2.0,23000000.0,4,7076.923076923077
Super built-up  Area,Ready To Move,Hormavu,1351.0,2.0,1.0,5300000.0,1,3923.019985196151
Super built-up  Area,Ready To Move,Electronic City,1000.0,2.0,2.0,2200000.0,2,2200.0
Plot  Area,Ready To Move,J P Nagar 7th Phase Ramayya City,1200.0,4.0,2.0,35000000.0,4,29166.666666666668
Super built-up  Area,18-Aug,Gunjur,1140.0,2.0,2.0,4911000.0,2,4307.894736842105
Super built-up  Area,22-May,Jakkur,3181.0,4.0,0.0,26050000.0,4,8189.248663942157
Built-up  Area,Ready To Move,Uttarahalli,1250.0,2.0,1.0,5500000.0,3,4400.0
Super built-up  Area,Ready To Move,Kanakapura,1290.0,3.0,3.0,4515000.0,3,3500.0
Super built-up  Area,Ready To Move,Garudachar Palya,1320.0,2.0,2.0,6060000.0,3,4590.909090909091
Built-up  Area,Ready To Move,Akshaya Nagar,1662.0,3.0,2.0,8550000.0,3,5144.404332129964
Super built-up  Area,Ready To Move,Shanthala Nagar,8321.0,5.0,3.0,270000000.0,5,32448.02307414974
Built-up  Area,Ready To Move,Koramangala,1975.0,3.0,2.0,21000000.0,3,10632.911392405063
Super built-up  Area,Ready To Move,Garudachar Palya,1295.0,2.0,2.0,5950000.0,3,4594.594594594595
Super built-up  Area,Ready To Move,Battarahalli,1777.0,3.0,2.0,10000000.0,3,5627.462014631401
Super built-up  Area,18-Apr,Kadugodi,1900.0,3.0,2.0,10800000.0,3,5684.210526315789
Super built-up  Area,17-Jul,Anandapura,1576.0,3.0,2.0,5910000.0,3,3750.0
Super built-up  Area,Ready To Move,Sompura,1020.0,2.0,3.0,4100000.0,2,4019.607843137255
Super built-up  Area,Ready To Move,Green Domain Layout,2100.0,3.0,3.0,17000000.0,3,8095.238095238095
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,648.0,1.0,1.0,3175000.0,1,4899.691358024691
Super built-up  Area,Ready To Move,Neeladri Nagar,1167.0,2.0,1.0,3800000.0,3,3256.212510711225
Plot  Area,Ready To Move,Vyalikaval,1000.0,7.0,3.0,16000000.0,7,16000.0
Super built-up  Area,Ready To Move,Hoodi,1220.0,2.0,2.0,5089000.0,2,4171.311475409836
Super built-up  Area,Ready To Move,Kogilu,2350.0,5.0,1.0,32700000.0,3,13914.893617021276
Super built-up  Area,Ready To Move,Vittasandra,1259.0,2.0,1.0,6740000.000000001,2,5353.455123113583
Built-up  Area,Ready To Move,Gottigere,2000.0,4.0,2.0,8200000.0,4,4100.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,1800.0,3.0,1.0,8000000.0,3,4444.444444444444
Built-up  Area,Ready To Move,Cleveland Town,1991.0,3.0,2.0,16000000.0,3,8036.162732295329
Super built-up  Area,Ready To Move,Bannerghatta,1665.0,3.0,3.0,11000000.0,3,6606.606606606607
Built-up  Area,20-Dec,"Hoodi Circle, ",1234.0,2.0,1.0,6100000.0,2,4943.273905996759
Super built-up  Area,Ready To Move,Mysore Road,1340.0,2.0,2.0,6431000.0,3,4799.253731343284
Super built-up  Area,Ready To Move,Banashankari,1170.0,2.0,2.0,4679000.0,2,3999.1452991452993
Built-up  Area,Ready To Move,Electronics City Phase 1,995.0,2.0,0.0,4600000.0,2,4623.115577889447
Super built-up  Area,Ready To Move,Old Airport Road,1075.0,2.0,2.0,6000000.0,2,5581.395348837209
Super built-up  Area,18-Apr,Electronic City,1025.0,2.0,1.0,5450000.0,2,5317.073170731707
Super built-up  Area,Ready To Move,Rachenahalli,2721.0,3.0,2.0,11300000.0,3,4152.884968761485
Super built-up  Area,Ready To Move,Thanisandra,2000.0,3.0,2.0,9900000.0,3,4950.0
Super built-up  Area,Ready To Move,Whitefield,2500.0,4.0,3.0,15500000.0,4,6200.0
Super built-up  Area,Ready To Move,Mallasandra,1325.0,2.0,2.0,7000000.0,2,5283.018867924528
Super built-up  Area,18-Apr,Kadugodi,1314.0,2.0,3.0,6820000.0,2,5190.258751902587
Super built-up  Area,21-Feb,Kanakpura Road,2265.0,3.0,2.0,13600000.0,3,6004.415011037528
Built-up  Area,Ready To Move,7th Phase JP Nagar,4800.0,7.0,0.0,17000000.0,7,3541.6666666666665
Super built-up  Area,21-Dec,Yelahanka,1026.0,2.0,1.0,4100000.0,2,3996.101364522417
Built-up  Area,Ready To Move,Syndicate Bank Colony,1200.0,3.0,2.0,6600000.0,3,5500.0
Built-up  Area,Ready To Move,Kada Agrahara,2220.0,4.0,2.0,6500000.0,3,2927.927927927928
Super built-up  Area,18-Sep,KR Puram,1192.5,2.0,0.0,5122000.0,2,4295.17819706499
Super built-up  Area,18-Dec,Hebbal,1420.0,2.0,1.0,9939000.0,2,6999.295774647887
Super built-up  Area,Ready To Move,Sarjapur  Road,1888.0,4.0,1.0,9500000.0,3,5031.779661016949
Super built-up  Area,18-May,JP Nagar,1300.0,2.0,1.0,9087000.0,2,6990.0
Super built-up  Area,18-May,Rajaji Nagar,1216.0,2.0,0.0,9716000.0,2,7990.131578947368
Plot  Area,19-Dec,"Off Sarjapur road, ",3000.0,4.0,3.0,34200000.0,4,11400.0
Built-up  Area,Ready To Move,Begur,1559.0,3.0,2.0,6300000.0,3,4041.0519563822963
Super built-up  Area,Ready To Move,Harlur,1290.0,2.0,1.0,8700000.0,2,6744.186046511628
Plot  Area,Ready To Move,M C Layout,2400.0,6.0,2.0,24500000.0,6,10208.333333333334
Built-up  Area,18-Jun,Whitefield,905.0,1.0,1.0,5500000.0,1,6077.348066298343
Built-up  Area,Ready To Move,Nanjappa Layout,1069.0,2.0,2.0,5500000.0,2,5144.9953227315245
Super built-up  Area,19-Aug,Sarjapura - Attibele Road,829.0,2.0,1.0,2280000.0,2,2750.301568154403
Built-up  Area,Ready To Move,Koramangala,1900.0,2.0,1.0,20000000.0,2,10526.315789473685
Built-up  Area,Ready To Move,Dodda Banaswadi,1569.6,5.0,1.0,14000000.0,5,8919.469928644241
Built-up  Area,Ready To Move,Sarjapur  Road,1300.0,3.0,2.0,6000000.0,3,4615.384615384615
Super built-up  Area,Ready To Move,Channasandra,1115.0,2.0,1.0,3345000.0000000005,2,3000.0000000000005
Super built-up  Area,Ready To Move,Rajaji Nagar,2409.0,3.0,2.0,36000000.0,3,14943.960149439601
Super built-up  Area,Ready To Move,Ambedkar Nagar,2150.0,4.0,2.0,12500000.0,3,5813.953488372093
Super built-up  Area,19-Mar,Marathahalli,1305.0,2.0,1.0,6900000.0,3,5287.35632183908
Super built-up  Area,20-Dec,Kanakpura Road,1252.0,2.0,1.0,5632000.0,2,4498.402555910543
Plot  Area,Ready To Move,Hosakerehalli,2400.0,5.0,2.0,25000000.0,5,10416.666666666666
Plot  Area,18-Sep,Whitefield,1200.0,2.0,1.0,4613000.0,2,3844.1666666666665
Built-up  Area,Ready To Move,Koramangala,1750.0,3.0,1.0,13000000.0,3,7428.571428571428
Super built-up  Area,Ready To Move,Electronic City Phase II,545.0,1.0,1.0,3500000.0,2,6422.018348623853
Plot  Area,Ready To Move,BEL Layout,1375.0,2.0,1.0,10500000.0,2,7636.363636363636
Super built-up  Area,Ready To Move,Subramanyapura,1313.0,2.0,2.0,6650000.0,2,5064.737242955065
Plot  Area,Ready To Move,Attibele,3640.0,4.0,1.0,27500000.0,4,7554.945054945055
Super built-up  Area,20-Dec,Akshayanagara East,1693.0,3.0,2.0,10800000.0,3,6379.208505611341
Super built-up  Area,Ready To Move,JCR Layout,1160.0,2.0,1.0,4175000.0,2,3599.137931034483
Plot  Area,Ready To Move,Sri Kanteshwara Nagar,1200.0,3.0,0.0,20000000.0,3,16666.666666666668
Super built-up  Area,Ready To Move,Subramanyapura,1255.0,2.0,2.0,7900000.0,3,6294.820717131474
Plot  Area,Ready To Move,KR Puram,1000.0,4.0,1.0,7500000.0,4,7500.0
Built-up  Area,Ready To Move,Bellari Road,900.0,2.0,1.0,4500000.0,2,5000.0
Super built-up  Area,Ready To Move,Yelahanka New Town,1700.0,3.0,2.0,9000000.0,3,5294.117647058823
Carpet  Area,Ready To Move,Indira Nagar,1875.0,3.0,1.0,18000000.0,3,9600.0
Carpet  Area,Ready To Move,Uttarahalli,1700.0,3.0,2.0,8800000.0,3,5176.470588235294
Super built-up  Area,Ready To Move,Harlur,1749.0,3.0,2.0,11500000.0,3,6575.18582046884
Plot  Area,Ready To Move,Dasanapura,1500.0,3.0,1.0,6500000.0,2,4333.333333333333
Super built-up  Area,Ready To Move,Varanasi,1175.0,2.0,1.0,4800000.0,2,4085.1063829787236
Built-up  Area,Ready To Move,Akshaya Nagar,1280.0,2.0,1.0,6000000.0,2,4687.5
Built-up  Area,Ready To Move,Abbaiah Reddy Layout,1200.0,2.0,2.0,5000000.0,2,4166.666666666667
Super built-up  Area,Ready To Move,Ramagondanahalli,1610.0,2.0,2.0,11500000.0,3,7142.857142857143
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,4600000.0,2,4299.065420560748
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,6600000.0,2,5500.0
Super built-up  Area,19-Dec,9th Phase JP Nagar,1127.0,2.0,1.0,5000000.0,2,4436.557231588287
Built-up  Area,Ready To Move,Indira Nagar,1210.0,2.0,1.0,10200000.0,2,8429.752066115703
Built-up  Area,Ready To Move,Jyothi Nagar,600.0,2.0,1.0,2300000.0,2,3833.3333333333335
Super built-up  Area,Ready To Move,Thigalarapalya,4190.0,4.0,3.0,38000000.0,4,9069.212410501194
Super built-up  Area,Ready To Move,Tata Nagar,1364.0,2.0,2.0,7000000.0,2,5131.964809384164
Super built-up  Area,Ready To Move,Whitefield,2268.0,3.0,0.0,14600000.0,4,6437.389770723104
Super built-up  Area,Ready To Move,RK Layout 2nd Stage,1150.0,2.0,2.0,7750000.0,3,6739.130434782609
Super built-up  Area,Ready To Move,Tirumanahalli,1146.0,2.0,1.0,3950000.0,2,3446.7713787085513
Built-up  Area,Ready To Move,Magadi Road,1345.0,2.0,2.0,5500000.0,2,4089.2193308550186
Super built-up  Area,Ready To Move,Mylasandra,1110.0,2.0,2.0,4100000.0,2,3693.6936936936936
Built-up  Area,Ready To Move,Kengeri,750.0,2.0,1.0,3600000.0,2,4800.0
Built-up  Area,Ready To Move,Motappa Layout,1156.0,2.0,2.0,4950000.0,2,4282.006920415225
Super built-up  Area,Ready To Move,Pattandur Agrahara,1247.0,2.0,1.0,5980000.0,2,4795.50922213312
Super built-up  Area,Ready To Move,Mangammanapalya,1058.0,2.0,2.0,6000000.0,2,5671.077504725898
Super built-up  Area,Ready To Move,Kaggalipura,950.0,2.0,1.0,4800000.0,2,5052.631578947368
Super built-up  Area,Ready To Move,Vasanthapura,420.0,2.0,0.0,3500000.0,2,8333.333333333334
Plot  Area,Ready To Move,BTM 1st Stage,600.0,2.0,2.0,9000000.0,4,15000.0
Super built-up  Area,21-Jun,Vijayanagar,1520.0,2.0,1.0,10300000.0,3,6776.315789473684
Built-up  Area,Ready To Move,Raghuvanahalli,900.0,1.0,1.0,3000000.0,1,3333.3333333333335
Super built-up  Area,Ready To Move,Hennur Road,2350.0,3.0,2.0,17400000.0,3,7404.255319148936
Super built-up  Area,Ready To Move,Thanisandra,1050.0,2.0,2.0,4600000.0,2,4380.952380952381
Super built-up  Area,Ready To Move, Devarabeesana Halli,1672.0,3.0,2.0,15000000.0,3,8971.291866028709
Plot  Area,Ready To Move,Laggere,2800.0,5.0,2.0,12500000.0,5,4464.285714285715
Super built-up  Area,Ready To Move,MCECHS  layout,1500.0,2.0,2.0,6500000.0,3,4333.333333333333
Super built-up  Area,Ready To Move,Geddalahalli,1400.0,2.0,2.0,6500000.0,2,4642.857142857143
Plot  Area,18-May,Whitefield,1569.6,4.0,2.0,37800000.0,4,24082.568807339452
Built-up  Area,Ready To Move,8th Phase JP Nagar,2700.0,4.0,2.0,13000000.0,4,4814.814814814815
Super built-up  Area,18-May,Bommasandra,920.0,2.0,1.0,3746000.0,2,4071.7391304347825
Plot  Area,18-Feb,Sarjapur  Road,1200.0,3.0,2.0,7000000.0,3,5833.333333333333
Built-up  Area,Ready To Move,Brindavan Nagar,1250.0,3.0,2.0,13900000.0,3,11120.0
Super built-up  Area,18-Mar,Hosakerehalli,1817.0,4.0,2.0,15300000.0,3,8420.473307649972
Plot  Area,Ready To Move,Cooke Town,2043.0,6.0,2.0,37500000.0,5,18355.359765051395
Built-up  Area,Ready To Move,Yelahanka,4346.0,4.0,1.0,45000000.0,4,10354.348826507134
Super built-up  Area,Ready To Move,Haralur Road,1464.0,2.0,2.0,5600000.0,2,3825.136612021858
Super built-up  Area,Ready To Move,Ambedkar Colony,1468.0,3.0,2.0,13000000.0,2,8855.58583106267
Super built-up  Area,Ready To Move,Electronics City Phase 1,1555.0,2.0,1.0,8200000.0,3,5273.311897106109
Plot  Area,Ready To Move,Munnekollal,1200.0,4.0,2.0,11000000.0,6,9166.666666666666
Built-up  Area,Ready To Move,Whitefield,1150.0,2.0,0.0,5500000.0,2,4782.608695652174
Super built-up  Area,19-Oct,Kadubeesanahalli,970.0,2.0,1.0,3500000.0,2,3608.2474226804125
Super built-up  Area,18-May,Banashankari,2500.0,4.0,3.0,9500000.0,4,3800.0
Super built-up  Area,Ready To Move,Seetharampalya,1166.0,2.0,1.0,5300000.0,2,4545.454545454545
Plot  Area,Ready To Move,Konanakunte,2779.0,3.0,1.0,31700000.0,3,11406.980928391507
Super built-up  Area,Ready To Move,Electronic City,1350.0,3.0,2.0,5800000.0,3,4296.2962962962965
Built-up  Area,Ready To Move,Mariyannapalya,900.0,2.0,3.0,4600000.0,2,5111.111111111111
Built-up  Area,Ready To Move,Kanaka Nagar,1190.0,3.0,1.0,5500000.0,3,4621.848739495798
Super built-up  Area,Ready To Move,Kodichikkanahalli,1495.0,2.0,2.0,7500000.0,3,5016.722408026756
Built-up  Area,Ready To Move,Indira Nagar,1224.0,2.0,2.0,10500000.0,2,8578.43137254902
Super built-up  Area,Ready To Move,Banashankari Stage III,1350.0,2.0,2.0,6800000.0,3,5037.037037037037
Built-up  Area,Ready To Move,Green Glen Layout,940.0,2.0,1.0,5680000.0,2,6042.553191489362
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1100.0,2.0,1.0,5500000.0,2,5000.0
Super built-up  Area,Ready To Move,Kaikondrahalli,1300.0,2.0,2.0,6100000.0,2,4692.307692307692
Built-up  Area,Ready To Move,Palace Road,1480.0,2.0,0.0,14500000.0,3,9797.297297297297
Super built-up  Area,Ready To Move,Hoodi,1105.0,2.0,2.0,4637000.0,2,4196.380090497738
Plot  Area,17-Jun,Sarjapur  Road,2600.0,3.0,2.0,20000000.0,3,7692.307692307692
Super built-up  Area,21-Mar,Yelahanka,1517.0,3.0,2.0,7630000.0,3,5029.663810151615
Built-up  Area,Ready To Move,Horamavu Banaswadi,3800.0,8.0,0.0,20000000.0,6,5263.1578947368425
Super built-up  Area,Ready To Move,Jalahalli,1615.0,3.0,2.0,8975000.0,3,5557.275541795666
Super built-up  Area,Ready To Move,MCECHS  layout,1500.0,3.0,2.0,6500000.0,3,4333.333333333333
Super built-up  Area,Ready To Move,Mysore Road,1082.0,3.0,1.0,5050000.0,3,4667.28280961183
Super built-up  Area,Ready To Move,Marathahalli,1365.0,2.0,2.0,7300000.0,2,5347.985347985348
Super built-up  Area,Ready To Move,Electronic City,1000.0,2.0,3.0,2500000.0,2,2500.0
Super built-up  Area,Ready To Move,CV Raman Nagar,1392.0,2.0,1.0,9800000.0,2,7040.229885057472
Super built-up  Area,18-Apr,Kodigehalli,1086.0,2.0,1.0,3365999.9999999995,2,3099.4475138121543
Super built-up  Area,Ready To Move,Hennur Road,1586.0,3.0,3.0,9394000.0,3,5923.076923076923
Built-up  Area,Ready To Move,Hennur,1100.0,2.0,1.0,6000000.0,2,5454.545454545455
Super built-up  Area,18-May,Electronic City Phase II,1065.0,2.0,1.0,3075000.0,2,2887.323943661972
Plot  Area,Ready To Move,TC Palaya,1500.0,2.0,1.0,12000000.0,3,8000.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,1575.0,2.0,2.0,12000000.0,3,7619.047619047619
Super built-up  Area,Ready To Move,Hennur Road,1975.0,3.0,3.0,12300000.0,3,6227.848101265823
Super built-up  Area,Ready To Move,Nelamangala,820.0,2.0,2.0,2400000.0,2,2926.829268292683
Super built-up  Area,Ready To Move,Gubbalala,1745.0,3.0,2.0,11000000.0,3,6303.7249283667625
